Series_Title,Released_Year,Decade,Certificate_Clean,Runtime,IMDB_Rating,Meta_score,Rating_Diff,No_of_Votes,Log_Votes,Gross,Log_Gross,Director,Star1,Star2,Star3,Star4,Avg_Star_Freq,Genre_Drama,Genre_Comedy,Genre_Crime,Genre_Adventure,Genre_Action,Genre_Thriller,Genre_Romance,Genre_Biography,Genre_Mystery,Genre_Animation,Genre_Sci-Fi,Genre_Fantasy,Genre_Family,Genre_History,Genre_War,Genre_Music,Genre_Horror,Genre_Western,Genre_Film-Noir,Genre_Sport,Genre_Musical
Amélie,2001,2000,All Ages,122,8.3,69.0,1.4,703810,13.464,33225499.0,17.319,Jean-Pierre Jeunet,Audrey Tautou,Mathieu Kassovitz,Rufus,Lorella Cravotta,1.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snatch,2000,2000,Parental Guidance,104,8.3,55.0,2.8,782001,13.57,30328156.0,17.228,Guy Ritchie,Jason Statham,Brad Pitt,Benicio Del Toro,Dennis Farina,4.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Requiem for a Dream,2000,2000,Restricted,102,8.3,68.0,1.5,766870,13.55,3635482.0,15.106,Darren Aronofsky,Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Beauty,1999,1990,Parental Guidance,122,8.3,84.0,-0.1,1069738,13.883,130096601.0,18.684,Sam Mendes,Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Will Hunting,1997,1990,All Ages,126,8.3,70.0,1.3,861606,13.667,138433435.0,18.746,Gus Van Sant,Robin Williams,Matt Damon,Ben Affleck,Stellan Skarsgård,5.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacheha-Ye aseman,1997,1990,Parental Guidance,89,8.3,77.0,0.6,65341,11.087,933933.0,13.747,Majid Majidi,Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,Nafise Jafar-Mohammadi,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Toy Story,1995,1990,All Ages,81,8.3,95.0,-1.2,887429,13.696,191796233.0,19.072,John Lasseter,Tom Hanks,Tim Allen,Don Rickles,Jim Varney,5.25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Braveheart,1995,1990,Restricted,178,8.3,68.0,1.5,959181,13.774,75600000.0,18.141,Mel Gibson,Mel Gibson,Sophie Marceau,Patrick Mcgoohan,Angus Macfadyen,1.75,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Reservoir Dogs,1992,1990,Restricted,99,8.3,79.0,0.4,918562,13.731,2832029.0,14.857,Quentin Tarantino,Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,2.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Metal Jacket,1987,1980,Parental Guidance,116,8.3,76.0,0.7,675146,13.423,46357676.0,17.652,Stanley Kubrick,Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,Adam Baldwin,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Idi i smotri,1985,1980,Restricted,142,8.3,83.0,0.0,59056,10.986,18254702.0,16.72,Elem Klimov,Aleksey Kravchenko,Olga Mironova,Liubomiras Laucevicius,Vladas Bagdonas,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Aliens,1986,1980,All Ages,137,8.3,84.0,-0.1,652719,13.389,85160248.0,18.26,James Cameron,Sigourney Weaver,Michael Biehn,Carrie Henn,Paul Reiser,2.25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amadeus,1984,1980,Restricted,160,8.3,88.0,-0.5,369007,12.819,51973029.0,17.766,Milos Forman,F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Roy Dotrice,1.25,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Scarface,1983,1980,Restricted,170,8.3,65.0,1.8,740911,13.516,45598982.0,17.635,Brian De Palma,Al Pacino,Michelle Pfeiffer,Steven Bauer,Mary Elizabeth Mastrantonio,4.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Episode VI - Return of the Jedi,1983,1980,All Ages,131,8.3,58.0,2.5,950470,13.765,309125409.0,19.549,Richard Marquand,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,4.25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Das Boot,1981,1980,Restricted,149,8.3,86.0,-0.3,231855,12.354,11487676.0,16.257,Wolfgang Petersen,Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Hubertus Bengsch,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxi Driver,1976,1970,Restricted,114,8.3,94.0,-1.1,724636,13.493,28262574.0,17.157,Martin Scorsese,Robert De Niro,Jodie Foster,Cybill Shepherd,Albert Brooks,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sting,1973,1970,All Ages,129,8.3,83.0,0.0,241513,12.395,159600000.0,18.888,George Roy Hill,Paul Newman,Robert Redford,Robert Shaw,Charles Durning,3.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Clockwork Orange,1971,1970,Restricted,136,8.3,77.0,0.6,757904,13.538,6207725.0,15.641,Stanley Kubrick,Malcolm Mcdowell,Patrick Magee,Michael Bates,Warren Clarke,1.25,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001: A Space Odyssey,1968,1960,All Ages,149,8.3,84.0,-0.1,603517,13.311,56954992.0,17.858,Stanley Kubrick,Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Per qualche dollaro in più,1965,1960,All Ages,132,8.3,74.0,0.9,232772,12.358,15000000.0,16.524,Sergio Leone,Clint Eastwood,Lee Van Cleef,Gian Maria Volontè,Mara Krupp,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lawrence of Arabia,1962,1960,All Ages,228,8.3,100.0,-1.7,268085,12.499,44824144.0,17.618,David Lean,Peter O'Toole,Alec Guinness,Anthony Quinn,Jack Hawkins,3.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Apartment,1960,1960,All Ages,125,8.3,94.0,-1.1,164363,12.01,18600000.0,16.739,Billy Wilder,Jack Lemmon,Shirley Maclaine,Fred Macmurray,Ray Walston,2.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North by Northwest,1959,1950,All Ages,136,8.3,98.0,-1.5,299198,12.609,13275000.0,16.401,Alfred Hitchcock,Cary Grant,Eva Marie Saint,James Mason,Jessie Royce Landis,2.75,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vertigo,1958,1950,Restricted,128,8.3,100.0,-1.7,364368,12.806,3200000.0,14.979,Alfred Hitchcock,James Stewart,Kim Novak,Barbara Bel Geddes,Tom Helmore,3.25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Singin' in the Rain,1952,1950,All Ages,103,8.3,99.0,-1.6,218957,12.297,8819028.0,15.992,Stanley Donen,Gene Kelly,Gene Kelly,Donald O'Connor,Debbie Reynolds,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ikiru,1952,1950,Unknown,143,8.3,83.0,0.0,68463,11.134,55240.0,10.919,Akira Kurosawa,Takashi Shimura,Nobuo Kaneko,Shin'Ichi Himori,Haruo Tanaka,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladri di biciclette,1948,1940,Unknown,89,8.3,83.0,0.0,146427,11.894,332930.0,12.716,Vittorio De Sica,Lamberto Maggiorani,Enzo Staiola,Lianella Carell,Elena Altieri,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Indemnity,1944,1940,Unknown,107,8.3,95.0,-1.2,143525,11.874,5720000.0,15.559,Billy Wilder,Fred Macmurray,Barbara Stanwyck,Edward G. Robinson,Byron Barr,1.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Citizen Kane,1941,1940,Parental Guidance,119,8.3,100.0,-1.7,403351,12.908,1585634.0,14.276,Orson Welles,Orson Welles,Joseph Cotten,Dorothy Comingore,Agnes Moorehead,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M - Eine Stadt sucht einen Mörder,1931,1930,Unknown,117,8.3,76.0,0.7,143434,11.874,28877.0,10.271,Fritz Lang,Peter Lorre,Ellen Widmann,Inge Landgut,Otto Wernicke,1.25,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Metropolis,1927,1920,Unknown,153,8.3,98.0,-1.5,159992,11.983,1236166.0,14.028,Fritz Lang,Brigitte Helm,Alfred Abel,Gustav Fröhlich,Rudolf Klein-Rogge,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Kid,1921,1920,Unknown,68,8.3,83.0,0.0,113314,11.638,5450000.0,15.511,Charles Chaplin,Charles Chaplin,Edna Purviance,Jackie Coogan,Carl Miller,2.25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chhichhore,2019,2010,Parental Guidance,143,8.2,83.0,-0.1,33893,10.431,898575.0,13.709,Nitesh Tiwari,Sushant Singh Rajput,Shraddha Kapoor,Varun Sharma,Prateik,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uri: The Surgical Strike,2018,2010,Parental Guidance,138,8.2,83.0,-0.1,43444,10.679,4186168.0,15.247,Aditya Dhar,Vicky Kaushal,Paresh Rawal,Mohit Raina,Yami Gautam,2.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
K.G.F: Chapter 1,2018,2010,Parental Guidance,156,8.2,83.0,-0.1,36680,10.51,845464.0,13.648,Prashanth Neel,Yash,Srinidhi Shetty,Ramachandra Raju,Archana Jois,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Book,2018,2010,Parental Guidance,130,8.2,69.0,1.3,377884,12.842,85080171.0,18.259,Peter Farrelly,Viggo Mortensen,Mahershala Ali,Linda Cardellini,Sebastian Maniscalco,2.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Three Billboards Outside Ebbing, Missouri",2017,2010,Restricted,115,8.2,88.0,-0.6,432610,12.978,54513740.0,17.814,Martin Mcdonagh,Frances Mcdormand,Woody Harrelson,Sam Rockwell,Caleb Landry Jones,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talvar,2015,2010,Parental Guidance,132,8.2,83.0,-0.1,31142,10.346,342370.0,12.744,Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi,Sohum Shah,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Baahubali 2: The Conclusion,2017,2010,Parental Guidance,167,8.2,83.0,-0.1,75348,11.23,20186659.0,16.821,S.S. Rajamouli,Prabhas,Rana Daggubati,Anushka Shetty,Tamannaah Bhatia,1.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klaus,2019,2010,Parental Guidance,96,8.2,65.0,1.7,104761,11.559,6741634.0,15.724,Sergio Pablos,Carlos Martínez López,Jason Schwartzman,J.K. Simmons,Rashida Jones,2.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Drishyam,2015,2010,Parental Guidance,163,8.2,83.0,-0.1,70367,11.161,739478.0,13.514,Nishikant Kamat,Ajay Devgn,Shriya Saran,Tabu,Rajat Kapoor,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Queen,2013,2010,Parental Guidance,146,8.2,83.0,-0.1,60701,11.014,1429534.0,14.173,Vikas Bahl,Kangana Ranaut,Rajkummar Rao,Lisa Haydon,Jeffrey Ho,1.25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandariinid,2013,2010,Unknown,87,8.2,73.0,0.9,40382,10.606,144501.0,11.881,Zaza Urushadze,Lembit Ulfsak,Elmo Nüganen,Giorgi Nakashidze,Misha Meskhi,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bhaag Milkha Bhaag,2013,2010,All Ages,186,8.2,83.0,-0.1,61137,11.021,1626289.0,14.302,Rakeysh Omprakash Mehra,Farhan Akhtar,Sonam Kapoor,Pawan Malhotra,Art Malik,1.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Gangs of Wasseypur,2012,2010,Restricted,321,8.2,89.0,-0.7,82365,11.319,1752214.0,14.376,Anurag Kashyap,Manoj Bajpayee,Richa Chadha,Nawazuddin Siddiqui,Tigmanshu Dhulia,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udaan,2010,2010,Parental Guidance,134,8.2,83.0,-0.1,42341,10.654,7461.0,8.918,Vikramaditya Motwane,Rajat Barmecha,Ronit Roy,Manjot Singh,Ram Kapoor,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paan Singh Tomar,2012,2010,Parental Guidance,135,8.2,76.0,0.6,33237,10.411,39567.0,10.586,Tigmanshu Dhulia,Irrfan Khan,Mahie Gill,Rajesh Abhay,Hemendra Dandotiya,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
El secreto de sus ojos,2009,2000,Restricted,129,8.2,80.0,0.2,193217,12.172,6391436.0,15.67,Juan José Campanella,Ricardo Darín,Soledad Villamil,Pablo Rago,Carla Quevedo,1.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Warrior,2011,2010,Parental Guidance,140,8.2,71.0,1.1,435950,12.985,13657115.0,16.43,Gavin O'Connor,Tom Hardy,Nick Nolte,Joel Edgerton,Jennifer Morrison,2.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shutter Island,2010,2010,Restricted,138,8.2,63.0,1.9,1129894,13.938,128012934.0,18.668,Martin Scorsese,Leonardo Dicaprio,Emily Mortimer,Mark Ruffalo,Ben Kingsley,6.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Up,2009,2000,All Ages,96,8.2,88.0,-0.6,935507,13.749,293004164.0,19.496,Pete Docter,Bob Peterson,Edward Asner,Jordan Nagai,John Ratzenberger,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Wolf of Wall Street,2013,2010,Restricted,180,8.2,75.0,0.7,1187498,13.987,116900694.0,18.577,Martin Scorsese,Leonardo Dicaprio,Jonah Hill,Margot Robbie,Matthew Mcconaughey,5.25,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chak De! India,2007,2000,All Ages,153,8.2,68.0,1.4,74129,11.214,1113541.0,13.923,Shimit Amin,Shah Rukh Khan,Vidya Malvade,Sagarika Ghatge,Shilpa Shukla,2.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
There Will Be Blood,2007,2000,Restricted,158,8.2,93.0,-1.1,517359,13.156,40222514.0,17.51,Paul Thomas Anderson,Daniel Day-Lewis,Paul Dano,Ciarán Hinds,Martin Stringer,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan's Labyrinth,2006,2000,Parental Guidance,118,8.2,98.0,-1.6,618623,13.335,37634615.0,17.443,Guillermo Del Toro,Ivana Baquero,Ariadna Gil,Sergi López,Maribel Verdú,1.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Toy Story 3,2010,2010,All Ages,103,8.2,92.0,-1.0,757032,13.537,415004880.0,19.844,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack,Ned Beatty,5.25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V for Vendetta,2005,2000,Restricted,132,8.2,62.0,2.0,1032749,13.848,70511035.0,18.071,James Mcteigue,Hugo Weaving,Natalie Portman,Rupert Graves,Stephen Rea,1.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rang De Basanti,2006,2000,Parental Guidance,167,8.2,83.0,-0.1,111937,11.626,2197331.0,14.603,Rakeysh Omprakash Mehra,Aamir Khan,Soha Ali Khan,Siddharth,Sharman Joshi,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,2005,2000,All Ages,122,8.2,83.0,-0.1,33354,10.415,733094.0,13.505,Sanjay Leela Bhansali,Amitabh Bachchan,Rani Mukerji,Shernaz Patel,Ayesha Kapoor,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman Begins,2005,2000,Parental Guidance,140,8.2,70.0,1.2,1308302,14.084,206852432.0,19.148,Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,Liam Neeson,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swades: We, the People",2004,2000,All Ages,210,8.2,83.0,-0.1,83005,11.327,1223240.0,14.017,Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi,Kishori Ballal,Smit Sheth,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Der Untergang,2004,2000,Restricted,156,8.2,82.0,0.0,331308,12.711,5509040.0,15.522,Oliver Hirschbiegel,Bruno Ganz,Alexandra Maria Lara,Ulrich Matthes,Juliane Köhler,1.75,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Hauru no ugoku shiro,2004,2000,All Ages,119,8.2,80.0,0.2,333915,12.719,4711096.0,15.365,Hayao Miyazaki,Chieko Baishô,Takuya Kimura,Tatsuya Gashûin,Akihiro Miwa,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A Beautiful Mind,2001,2000,Parental Guidance,135,8.2,72.0,1.0,848920,13.652,170742341.0,18.956,Ron Howard,Russell Crowe,Ed Harris,Jennifer Connelly,Christopher Plummer,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hera Pheri,2000,2000,All Ages,156,8.2,87.5,-0.55,57057,10.952,1642794.0,14.312,Priyadarshan,Akshay Kumar,Sunil Shetty,Paresh Rawal,Tabu,3.75,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lock, Stock and Two Smoking Barrels",1998,1990,Restricted,107,8.2,66.0,1.6,535216,13.19,3897569.0,15.176,Guy Ritchie,Jason Flemyng,Dexter Fletcher,Nick Moran,Jason Statham,1.25,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L.A. Confidential,1997,1990,Restricted,138,8.2,90.0,-0.8,531967,13.184,64616940.0,17.984,Curtis Hanson,Kevin Spacey,Russell Crowe,Guy Pearce,Kim Basinger,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eskiya,1996,1990,Unknown,128,8.2,83.0,-0.1,64118,11.068,2807390.0,14.848,Yavuz Turgul,Sener Sen,Ugur Yücel,Sermin Hürmeriç,Yesim Salkim,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat,1995,1990,Restricted,170,8.2,76.0,0.6,577113,13.266,67436818.0,18.027,Michael Mann,Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,9.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casino,1995,1990,Restricted,178,8.2,73.0,0.9,466276,13.053,42438300.0,17.564,Martin Scorsese,Robert De Niro,Sharon Stone,Joe Pesci,James Woods,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaz Apna Apna,1994,1990,All Ages,160,8.2,87.5,-0.55,49300,10.806,2807390.0,14.848,Rajkumar Santoshi,Aamir Khan,Salman Khan,Raveena Tandon,Karisma Kapoor,3.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unforgiven,1992,1990,Restricted,130,8.2,85.0,-0.3,375935,12.837,101157447.0,18.432,Clint Eastwood,Clint Eastwood,Gene Hackman,Morgan Freeman,Richard Harris,6.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Indiana Jones and the Last Crusade,1989,1980,All Ages,127,8.2,65.0,1.7,692366,13.448,197171806.0,19.1,Steven Spielberg,Harrison Ford,Sean Connery,Alison Doody,Denholm Elliott,3.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dom za vesanje,1988,1980,Restricted,142,8.2,83.0,-0.1,26402,10.181,280015.0,12.543,Emir Kusturica,Davor Dujmovic,Bora Todorovic,Ljubica Adzovic,Husnija Hasimovic,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonari no Totoro,1988,1980,All Ages,86,8.2,86.0,-0.4,291180,12.582,1105564.0,13.916,Hayao Miyazaki,Hitoshi Takagi,Noriko Hidaka,Chika Sakamoto,Shigesato Itoi,1.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Die Hard,1988,1980,Restricted,132,8.2,72.0,1.0,793164,13.584,83008852.0,18.234,John Mctiernan,Bruce Willis,Alan Rickman,Bonnie Bedelia,Reginald Veljohnson,2.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ran,1985,1980,All Ages,162,8.2,96.0,-1.4,112505,11.631,4135750.0,15.235,Akira Kurosawa,Tatsuya Nakadai,Akira Terao,Jinpachi Nezu,Daisuke Ryû,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Raging Bull,1980,1980,Restricted,129,8.2,89.0,-0.7,321860,12.682,23383987.0,16.968,Martin Scorsese,Robert De Niro,Cathy Moriarty,Joe Pesci,Frank Vincent,6.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Stalker,1979,1970,All Ages,162,8.2,83.0,-0.1,116945,11.669,234723.0,12.366,Andrei Tarkovsky,Alisa Freyndlikh,Aleksandr Kaydanovskiy,Anatoliy Solonitsyn,Nikolay Grinko,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Höstsonaten,1978,1970,All Ages,99,8.2,83.0,-0.1,26875,10.199,1833540.5,14.422,Ingmar Bergman,Ingrid Bergman,Liv Ullmann,Lena Nyman,Halvar Björk,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Message,1976,1970,Parental Guidance,177,8.2,83.0,-0.1,43885,10.689,1833540.5,14.422,Moustapha Akkad,Anthony Quinn,Irene Papas,Michael Ansara,Johnny Sekka,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Sholay,1975,1970,All Ages,204,8.2,87.5,-0.55,51284,10.845,31800000.0,17.275,Ramesh Sippy,Sanjeev Kumar,Dharmendra,Amitabh Bachchan,Amjad Khan,1.75,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monty Python and the Holy Grail,1975,1970,Parental Guidance,91,8.2,91.0,-0.9,500875,13.124,1229197.0,14.022,Terry Gilliam,Terry Jones,Graham Chapman,John Cleese,Eric Idle,1.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Great Escape,1963,1960,All Ages,172,8.2,86.0,-0.4,224730,12.323,12100000.0,16.309,John Sturges,Steve Mcqueen,James Garner,Richard Attenborough,Charles Bronson,2.75,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
To Kill a Mockingbird,1962,1960,All Ages,129,8.2,88.0,-0.6,293811,12.591,15000000.0,16.524,Robert Mulligan,Gregory Peck,John Megna,Frank Overton,Rosemary Murphy,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yôjinbô,1961,1960,Unknown,110,8.2,83.0,-0.1,111244,11.619,30000000.0,17.217,Akira Kurosawa,Toshirô Mifune,Eijirô Tôno,Tatsuya Nakadai,Yôko Tsukasa,3.75,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judgment at Nuremberg,1961,1960,Restricted,179,8.2,60.0,2.2,69458,11.148,13474588.0,16.416,Stanley Kramer,Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Some Like It Hot,1959,1950,All Ages,121,8.2,98.0,-1.6,243943,12.405,25000000.0,17.034,Billy Wilder,Marilyn Monroe,Tony Curtis,Jack Lemmon,George Raft,2.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Smultronstället,1957,1950,All Ages,91,8.2,88.0,-0.6,96381,11.476,7815000.0,15.872,Ingmar Bergman,Victor Sjöström,Bibi Andersson,Ingrid Thulin,Gunnar Björnstrand,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det sjunde inseglet,1957,1950,Restricted,96,8.2,88.0,-0.6,164939,12.013,7815000.0,15.872,Ingmar Bergman,Max Von Sydow,Gunnar Björnstrand,Bengt Ekerot,Nils Poppe,2.25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Du rififi chez les hommes,1955,1950,Unknown,118,8.2,97.0,-1.5,28810,10.269,57226.0,10.955,Jules Dassin,Jean Servais,Carl Möhner,Robert Manuel,Janine Darcey,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dial M for Murder,1954,1950,Restricted,105,8.2,75.0,0.7,158335,11.972,12562.0,9.439,Alfred Hitchcock,Ray Milland,Grace Kelly,Robert Cummings,John Williams,1.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôkyô monogatari,1953,1950,All Ages,136,8.2,83.0,-0.1,53153,10.881,6277000.0,15.652,Yasujirô Ozu,Chishû Ryû,Chieko Higashiyama,Sô Yamamura,Setsuko Hara,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashômon,1950,1950,Unknown,88,8.2,98.0,-1.6,152572,11.935,96568.0,11.478,Akira Kurosawa,Toshirô Mifune,Machiko Kyô,Masayuki Mori,Takashi Shimura,3.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
