Series_Title,Released_Year,Decade,Certificate_Clean,Runtime,IMDB_Rating,Meta_score,Rating_Diff,No_of_Votes,Log_Votes,Gross,Log_Gross,Director,Star1,Star2,Star3,Star4,Avg_Star_Freq,Genre_Drama,Genre_Comedy,Genre_Crime,Genre_Adventure,Genre_Action,Genre_Thriller,Genre_Romance,Genre_Biography,Genre_Mystery,Genre_Animation,Genre_Sci-Fi,Genre_Fantasy,Genre_Family,Genre_History,Genre_War,Genre_Music,Genre_Horror,Genre_Western,Genre_Film-Noir,Genre_Sport,Genre_Musical
Boyhood,2014,2010,Restricted,165,7.9,100.0,-2.1,335533,12.723,25379975.0,17.049,Richard Linklater,Ellar Coltrane,Patricia Arquette,Ethan Hawke,Elijah Smith,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4 luni, 3 saptamâni si 2 zile",2007,2000,Unknown,113,7.9,97.0,-1.8,56625,10.944,1185783.0,13.986,Cristian Mungiu,Anamaria Marinca,Laura Vasiliu,Vlad Ivanov,Alexandru Potocean,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek,2009,2000,Parental Guidance,127,7.9,82.0,-0.3,577336,13.266,257730019.0,19.367,J.J. Abrams,Chris Pine,Zachary Quinto,Simon Pegg,Leonard Nimoy,2.75,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In Bruges,2008,2000,Restricted,107,7.9,67.0,1.2,390334,12.875,7757130.0,15.864,Martin Mcdonagh,Colin Farrell,Brendan Gleeson,Ciarán Hinds,Elizabeth Berrington,2.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man from Earth,2007,2000,Unknown,87,7.9,78.0,0.1,174125,12.068,13060843.0,16.385,Richard Schenkman,David Lee Smith,Tony Todd,John Billingsley,Ellen Crawford,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Letters from Iwo Jima,2006,2000,Parental Guidance,141,7.9,89.0,-1.0,154011,11.945,13756082.0,16.437,Clint Eastwood,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,Ryô Kase,1.75,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fall,2006,2000,Restricted,117,7.9,64.0,1.5,107290,11.583,2280348.0,14.64,Tarsem Singh,Lee Pace,Catinca Untaru,Justine Waddell,Kim Uylenbroek,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Life of Pi,2012,2010,All Ages,127,7.9,79.0,0.0,580708,13.272,124987023.0,18.644,Ang Lee,Suraj Sharma,Irrfan Khan,Adil Hussain,Tabu,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fantastic Mr. Fox,2009,2000,Parental Guidance,87,7.9,83.0,-0.4,199696,12.205,21002919.0,16.86,Wes Anderson,George Clooney,Meryl Streep,Bill Murray,Jason Schwartzman,4.25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C.R.A.Z.Y.,2005,2000,Unknown,129,7.9,81.0,-0.2,31476,10.357,709738.5,13.473,Jean-Marc Vallée,Michel Côté,Marc-André Grondin,Danielle Proulx,Émile Vallée,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les choristes,2004,2000,Parental Guidance,97,7.9,56.0,2.3,57430,10.958,3635164.0,15.106,Christophe Barratier,Gérard Jugnot,François Berléand,Jean-Baptiste Maunier,Kad Merad,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Iron Man,2008,2000,Parental Guidance,126,7.9,79.0,0.0,939644,13.753,318412101.0,19.579,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,Jeff Bridges,4.25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shaun of the Dead,2004,2000,Parental Guidance,99,7.9,76.0,0.3,512249,13.147,13542874.0,16.421,Edgar Wright,Simon Pegg,Nick Frost,Kate Ashfield,Lucy Davis,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gegen die Wand,2004,2000,Restricted,121,7.9,78.0,0.1,51325,10.846,1642794.0,14.312,Fatih Akin,Birol Ünel,Sibel Kekilli,Güven Kiraç,Zarah Jane Mckenzie,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystic River,2003,2000,Restricted,138,7.9,84.0,-0.5,419420,12.947,90135191.0,18.317,Clint Eastwood,Sean Penn,Tim Robbins,Kevin Bacon,Emmy Rossum,4.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Prisoner of Azkaban,2004,2000,All Ages,142,7.9,82.0,-0.3,552493,13.222,249358727.0,19.334,Alfonso Cuarón,Daniel Radcliffe,Emma Watson,Rupert Grint,Richard Griffiths,5.25,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ying xiong,2002,2000,Parental Guidance,120,7.9,85.0,-0.6,173999,12.067,53710019.0,17.799,Yimou Zhang,Jet Li,Tony Chiu-Wai Leung,Maggie Cheung,Ziyi Zhang,2.75,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hable con ella,2002,2000,Restricted,112,7.9,86.0,-0.7,104691,11.559,9284265.0,16.044,Pedro Almodóvar,Rosario Flores,Javier Cámara,Darío Grandinetti,Leonor Watling,1.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No Man's Land,2001,2000,Restricted,98,7.9,84.0,-0.5,44618,10.706,1059830.0,13.874,Danis Tanovic,Branko Djuric,Rene Bitorajac,Filip Sovagovic,Georges Siatidis,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cowboy Bebop: Tengoku no tobira,2001,2000,All Ages,115,7.9,61.0,1.8,42897,10.667,1000045.0,13.816,Shin'Ichirô Watanabe,Tensai Okamura,Hiroyuki Okiura,Yoshiyuki Takei,Beau Billingslea,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Bourne Identity,2002,2000,Parental Guidance,119,7.9,68.0,1.1,508771,13.14,121661683.0,18.617,Doug Liman,Franka Potente,Matt Damon,Chris Cooper,Clive Owen,5.5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueve reinas,2000,2000,Restricted,114,7.9,80.0,-0.1,49721,10.814,1221261.0,14.015,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Graciela Tenenbaum,María Mercedes Villagra,1.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children of Men,2006,2000,Restricted,109,7.9,84.0,-0.5,465113,13.05,35552383.0,17.387,Alfonso Cuarón,Julianne Moore,Clive Owen,Chiwetel Ejiofor,Michael Caine,5.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Almost Famous,2000,2000,Restricted,122,7.9,90.0,-1.1,252586,12.44,32534850.0,17.298,Cameron Crowe,Billy Crudup,Patrick Fugit,Kate Hudson,Frances Mcdormand,2.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulholland Dr.,2001,2000,Restricted,147,7.9,85.0,-0.6,322031,12.682,7220243.0,15.792,David Lynch,Naomi Watts,Laura Harring,Justin Theroux,Jeanne Bates,1.75,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Toy Story 2,1999,1990,All Ages,92,7.9,88.0,-0.9,527512,13.176,245852179.0,19.32,John Lasseter,Ash Brannon,Lee Unkrich,Tom Hanks,Tim Allen,5.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Boogie Nights,1997,1990,Restricted,155,7.9,85.0,-0.6,239473,12.386,26400640.0,17.089,Paul Thomas Anderson,Mark Wahlberg,Julianne Moore,Burt Reynolds,Luis Guzmán,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimi wo sumaseba,1995,1990,All Ages,111,7.9,75.0,0.4,51943,10.858,2807390.0,14.848,Yoshifumi Kondô,Yoko Honna,Issey Takahashi,Takashi Tachibana,Shigeru Muroi,1.25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Once Were Warriors,1994,1990,Restricted,102,7.9,77.0,0.2,31590,10.361,2201126.0,14.604,Lee Tamahori,Rena Owen,Temuera Morrison,Mamaengaroa Kerr-Bell,Julian Arahanga,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Romance,1993,1990,Restricted,119,7.9,59.0,2.0,206918,12.24,12281500.0,16.324,Tony Scott,Christian Slater,Patricia Arquette,Dennis Hopper,Val Kilmer,2.75,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trois couleurs: Bleu,1993,1990,All Ages,94,7.9,85.0,-0.6,89836,11.406,1324974.0,14.097,Krzysztof Kieslowski,Juliette Binoche,Zbigniew Zamachowski,Julie Delpy,Benoît Régent,2.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Jûbê ninpûchô,1993,1990,Restricted,94,7.9,76.0,0.3,34529,10.45,4414535.0,15.3,Yoshiaki Kawajiri,Kôichi Yamadera,Emi Shinohara,Takeshi Aono,Osamu Saka,1.25,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carlito's Way,1993,1990,Restricted,144,7.9,65.0,1.4,201000,12.211,36948322.0,17.425,Brian De Palma,Al Pacino,Sean Penn,Penelope Ann Miller,John Leguizamo,5.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Scissorhands,1990,1990,All Ages,105,7.9,74.0,0.5,447368,13.011,56362352.0,17.847,Tim Burton,Johnny Depp,Winona Ryder,Dianne Wiest,Anthony Michael Hall,4.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My Left Foot: The Story of Christy Brown,1989,1980,All Ages,103,7.9,97.0,-1.8,68076,11.128,14743391.0,16.506,Jim Sheridan,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Kirsten Sheridan,1.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crimes and Misdemeanors,1989,1980,Parental Guidance,104,7.9,77.0,0.2,54670,10.909,18254702.0,16.72,Woody Allen,Martin Landau,Woody Allen,Bill Bernstein,Claire Bloom,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Untouchables,1987,1980,Restricted,119,7.9,79.0,0.0,281842,12.549,76270454.0,18.15,Brian De Palma,Kevin Costner,Sean Connery,Robert De Niro,Charles Martin Smith,6.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannah and Her Sisters,1986,1980,Parental Guidance,107,7.9,90.0,-1.1,67176,11.115,40084041.0,17.506,Woody Allen,Mia Farrow,Dianne Wiest,Michael Caine,Barbara Hershey,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,1985,1980,All Ages,132,7.9,84.0,-0.5,187567,12.142,9929135.0,16.111,Terry Gilliam,Jonathan Pryce,Kim Greist,Robert De Niro,Katherine Helmond,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This Is Spinal Tap,1984,1980,Restricted,82,7.9,92.0,-1.3,128812,11.766,188751.0,12.148,Rob Reiner,Rob Reiner,Michael Mckean,Christopher Guest,Kimberly Stringer,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Christmas Story,1983,1980,All Ages,93,7.9,77.0,0.2,132947,11.798,20605209.0,16.841,Bob Clark,Peter Billingsley,Melinda Dillon,Darren Mcgavin,Scott Schwartz,1.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Blues Brothers,1980,1980,All Ages,133,7.9,60.0,1.9,183182,12.118,57229890.0,17.863,John Landis,John Belushi,Dan Aykroyd,Cab Calloway,John Candy,1.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,1979,1970,Restricted,96,7.9,83.0,-0.4,131436,11.786,45700000.0,17.638,Woody Allen,Woody Allen,Diane Keaton,Mariel Hemingway,Michael Murphy,3.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All That Jazz,1979,1970,Restricted,123,7.9,72.0,0.7,28223,10.248,37823676.0,17.448,Bob Fosse,Roy Scheider,Jessica Lange,Ann Reinking,Leland Palmer,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dawn of the Dead,1978,1970,Restricted,127,7.9,71.0,0.8,111512,11.622,5100000.0,15.445,George A. Romero,David Emge,Ken Foree,Scott H. Reiniger,Gaylen Ross,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
All the President's Men,1976,1970,All Ages,138,7.9,84.0,-0.5,103031,11.543,70600000.0,18.073,Alan J. Pakula,Dustin Hoffman,Robert Redford,Jack Warden,Martin Balsam,3.75,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
La montaña sagrada,1973,1970,Restricted,114,7.9,76.0,0.3,37183,10.524,61001.0,11.019,Alejandro Jodorowsky,Alejandro Jodorowsky,Horacio Salinas,Zamira Saunders,Juan Ferrara,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Amarcord,1973,1970,Restricted,123,7.9,78.0,0.1,39897,10.594,1833540.5,14.422,Federico Fellini,Magali Noël,Bruno Zanin,Pupella Maggio,Armando Brancia,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Le charme discret de la bourgeoisie,1972,1970,Parental Guidance,102,7.9,93.0,-1.4,38737,10.565,198809.0,12.2,Luis Buñuel,Fernando Rey,Delphine Seyrig,Paul Frankeur,Bulle Ogier,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aguirre, der Zorn Gottes",1972,1970,Unknown,95,7.9,76.0,0.3,52397,10.867,31800000.0,17.275,Werner Herzog,Klaus Kinski,Ruy Guerra,Helena Rojo,Del Negro,1.25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold and Maude,1971,1970,Parental Guidance,91,7.9,62.0,1.7,70826,11.168,31800000.0,17.275,Hal Ashby,Ruth Gordon,Bud Cort,Vivian Pickles,Cyril Cusack,1.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patton,1970,1970,All Ages,172,7.9,91.0,-1.2,93741,11.448,61700000.0,17.938,Franklin J. Schaffner,George C. Scott,Karl Malden,Stephen Young,Michael Strong,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Wild Bunch,1969,1960,Restricted,145,7.9,97.0,-1.8,77401,11.257,12064472.0,16.306,Sam Peckinpah,William Holden,Ernest Borgnine,Robert Ryan,Edmond O'Brien,2.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Night of the Living Dead,1968,1960,Unknown,96,7.9,89.0,-1.0,116557,11.666,89029.0,11.397,George A. Romero,Duane Jones,Judith O'Dea,Karl Hardman,Marilyn Eastman,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Lion in Winter,1968,1960,Parental Guidance,134,7.9,78.0,0.1,29003,10.275,22276975.0,16.919,Anthony Harvey,Peter O'Toole,Katharine Hepburn,Anthony Hopkins,John Castle,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
In the Heat of the Night,1967,1960,All Ages,110,7.9,75.0,0.4,67804,11.124,24379978.0,17.009,Norman Jewison,Sidney Poitier,Rod Steiger,Warren Oates,Lee Grant,2.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Charade,1963,1960,All Ages,113,7.9,83.0,-0.4,68689,11.137,13474588.0,16.416,Stanley Donen,Cary Grant,Audrey Hepburn,Walter Matthau,James Coburn,4.75,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Manchurian Candidate,1962,1960,Parental Guidance,126,7.9,94.0,-1.5,71122,11.172,13474588.0,16.416,John Frankenheimer,Frank Sinatra,Laurence Harvey,Janet Leigh,Angela Lansbury,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spartacus,1960,1960,Restricted,197,7.9,87.0,-0.8,124339,11.731,30000000.0,17.217,Stanley Kubrick,Kirk Douglas,Laurence Olivier,Jean Simmons,Charles Laughton,2.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L'avventura,1960,1960,All Ages,144,7.9,78.0,0.1,26542,10.187,2616000.0,14.777,Michelangelo Antonioni,Gabriele Ferzetti,Monica Vitti,Lea Massari,Dominique Blanchar,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hiroshima mon amour,1959,1950,Unknown,90,7.9,78.0,0.1,28421,10.255,88300.0,11.389,Alain Resnais,Emmanuelle Riva,Eiji Okada,Stella Dassas,Pierre Barbaud,1.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ten Commandments,1956,1950,All Ages,220,7.9,78.0,0.1,63560,11.06,93740000.0,18.356,Cecil B. Demille,Charlton Heston,Yul Brynner,Anne Baxter,Edward G. Robinson,2.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Searchers,1956,1950,Unknown,119,7.9,94.0,-1.5,80316,11.294,6277000.0,15.652,John Ford,John Wayne,Jeffrey Hunter,Vera Miles,Ward Bond,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
East of Eden,1955,1950,All Ages,118,7.9,72.0,0.7,40313,10.604,3969893.0,15.194,Elia Kazan,James Dean,Raymond Massey,Julie Harris,Burl Ives,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Noon,1952,1950,Parental Guidance,85,7.9,89.0,-1.0,97222,11.485,9450000.0,16.062,Fred Zinnemann,Gary Cooper,Grace Kelly,Thomas Mitchell,Lloyd Bridges,1.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Strangers on a Train,1951,1950,Restricted,101,7.9,88.0,-0.9,123341,11.723,7630000.0,15.848,Alfred Hitchcock,Farley Granger,Robert Walker,Ruth Roman,Leo G. Carroll,1.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harvey,1950,1950,Unknown,104,7.9,78.0,0.1,52573,10.87,6277000.0,15.652,Henry Koster,James Stewart,Wallace Ford,William H. Lynn,Victoria Horne,3.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Miracle on 34th Street,1947,1940,Unknown,96,7.9,88.0,-0.9,41625,10.636,2650000.0,14.79,George Seaton,Edmund Gwenn,Maureen O'Hara,John Payne,Gene Lockhart,1.5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Notorious,1946,1940,All Ages,102,7.9,100.0,-2.1,92306,11.433,10464000.0,16.163,Alfred Hitchcock,Cary Grant,Ingrid Bergman,Claude Rains,Louis Calhern,3.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Big Sleep,1946,1940,Unknown,114,7.9,74.0,0.5,78796,11.275,6540000.0,15.693,Howard Hawks,Humphrey Bogart,Lauren Bacall,John Ridgely,Martha Vickers,3.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Lost Weekend,1945,1940,Unknown,101,7.9,78.0,0.1,33549,10.421,9460000.0,16.063,Billy Wilder,Ray Milland,Jane Wyman,Phillip Terry,Howard Da Silva,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Philadelphia Story,1940,1940,Unknown,112,7.9,96.0,-1.7,63550,11.06,6540000.0,15.693,George Cukor,Cary Grant,Katharine Hepburn,James Stewart,Ruth Hussey,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
His Girl Friday,1940,1940,Unknown,92,7.9,78.0,0.1,53667,10.891,296000.0,12.598,Howard Hawks,Cary Grant,Rosalind Russell,Ralph Bellamy,Gene Lockhart,2.75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Robin Hood,1938,1930,Parental Guidance,102,7.9,97.0,-1.8,47175,10.762,3981000.0,15.197,Michael Curtiz,William Keighley,Errol Flynn,Olivia De Havilland,Basil Rathbone,1.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Night at the Opera,1935,1930,Unknown,96,7.9,76.0,0.3,30580,10.328,2537520.0,14.747,Sam Wood,Edmund Goulding,Groucho Marx,Chico Marx,Harpo Marx,1.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
King Kong,1933,1930,Unknown,100,7.9,90.0,-1.1,78991,11.277,10000000.0,16.118,Merian C. Cooper,Ernest B. Schoedsack,Fay Wray,Robert Armstrong,Bruce Cabot,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Freaks,1932,1930,Unknown,64,7.9,80.0,-0.1,42117,10.648,3259260.0,14.997,Tod Browning,Wallace Ford,Leila Hyams,Olga Baclanova,Roscoe Ates,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nosferatu,1922,1920,Unknown,94,7.9,67.0,1.2,88794,11.394,542432.5,13.204,F.W. Murnau,Max Schreck,Alexander Granach,Gustav Von Wangenheim,Greta Schröder,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Gentlemen,2019,2010,Restricted,113,7.8,51.0,2.7,237392,12.377,72313754.0,18.097,Guy Ritchie,Matthew Mcconaughey,Charlie Hunnam,Michelle Dockery,Jeremy Strong,2.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raazi,2018,2010,Parental Guidance,138,7.8,78.0,0.0,25344,10.14,845464.0,13.648,Meghna Gulzar,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,Shishir Sharma,1.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sound of Metal,2019,2010,Restricted,120,7.8,81.0,-0.3,27187,10.211,845464.0,13.648,Darius Marder,Riz Ahmed,Olivia Cooke,Paul Raci,Lauren Ridloff,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Forushande,2016,2010,Parental Guidance,124,7.8,85.0,-0.7,51240,10.844,2402067.0,14.692,Asghar Farhadi,Shahab Hosseini,Taraneh Alidoosti,Babak Karimi,Mina Sadati,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunkirk,2017,2010,Parental Guidance,106,7.8,94.0,-1.6,555092,13.227,188373161.0,19.054,Christopher Nolan,Fionn Whitehead,Barry Keoghan,Mark Rylance,Tom Hardy,2.25,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Perfetti sconosciuti,2016,2010,Unknown,96,7.8,78.0,0.0,57168,10.954,1752214.0,14.376,Paolo Genovese,Giuseppe Battiston,Anna Foglietta,Marco Giallini,Edoardo Leo,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidden Figures,2016,2010,Parental Guidance,127,7.8,74.0,0.4,200876,12.21,169607287.0,18.949,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,Kevin Costner,2.25,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Paddington 2,2017,2010,All Ages,103,7.8,88.0,-1.0,61594,11.028,40442052.0,17.515,Paul King,Ben Whishaw,Hugh Grant,Hugh Bonneville,Sally Hawkins,1.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Udta Punjab,2016,2010,Restricted,148,7.8,78.0,0.0,27175,10.21,845464.0,13.648,Abhishek Chaubey,Shahid Kapoor,Alia Bhatt,Kareena Kapoor,Diljit Dosanjh,2.25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kubo and the Two Strings,2016,2010,Parental Guidance,101,7.8,84.0,-0.6,118035,11.679,48023088.0,17.687,Travis Knight,Charlize Theron,Art Parkinson,Matthew Mcconaughey,Ralph Fiennes,3.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M.S. Dhoni: The Untold Story,2016,2010,All Ages,184,7.8,78.0,0.0,40416,10.607,1782795.0,14.394,Neeraj Pandey,Sushant Singh Rajput,Kiara Advani,Anupam Kher,Disha Patani,2.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Manchester by the Sea,2016,2010,Parental Guidance,137,7.8,96.0,-1.8,246963,12.417,47695120.0,17.68,Kenneth Lonergan,Casey Affleck,Michelle Williams,Kyle Chandler,Lucas Hedges,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under sandet,2015,2010,Restricted,100,7.8,75.0,0.3,35539,10.478,435266.0,12.984,Martin Zandvliet,Roland Møller,Louis Hofmann,Joel Basman,Mikkel Boe Følsgaard,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Rogue One,2016,2010,Parental Guidance,133,7.8,65.0,1.3,556608,13.23,532177324.0,20.092,Gareth Edwards,Felicity Jones,Diego Luna,Alan Tudyk,Donnie Yen,1.75,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Captain America: Civil War,2016,2010,Parental Guidance,147,7.8,75.0,0.3,663649,13.406,408084349.0,19.827,Anthony Russo,Joe Russo,Chris Evans,Robert Downey Jr.,Scarlett Johansson,6.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Hateful Eight,2015,2010,Restricted,168,7.8,68.0,1.0,517059,13.156,54117416.0,17.807,Quentin Tarantino,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,3.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Women,2019,2010,All Ages,135,7.8,91.0,-1.3,143250,11.872,108101214.0,18.499,Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Eliza Scanlen,2.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loving Vincent,2017,2010,Parental Guidance,94,7.8,62.0,1.6,50778,10.835,6735118.0,15.723,Dorota Kobiela,Hugh Welchman,Douglas Booth,Jerome Flynn,Robert Gulaczyk,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
